"Column Name","Label"
"S1701_C03_004MA","Annotation of Percent below poverty level!!Margin of Error!!AGE!!18 to 64 years"
"S1701_C01_005E","Total!!Estimate!!AGE!!65 years and over"
"S1701_C01_005M","Total!!Margin of Error!!AGE!!65 years and over"
"S1701_C01_005MA","Annotation of Total!!Margin of Error!!AGE!!65 years and over"
"S1701_C01_005EA","Annotation of Total!!Estimate!!AGE!!65 years and over"
"S1701_C02_005E","Below poverty level!!Estimate!!AGE!!65 years and over"
"S1701_C02_005EA","Annotation of Below poverty level!!Estimate!!AGE!!65 years and over"
"S1701_C02_005M","Below poverty level!!Margin of Error!!AGE!!65 years and over"
"S1701_C02_005MA","Annotation of Below poverty level!!Margin of Error!!AGE!!65 years and over"
"S1701_C03_005E","Percent below poverty level!!Estimate!!AGE!!65 years and over"
"S1701_C03_005EA","Annotation of Percent below poverty level!!Estimate!!AGE!!65 years and over"
"S1701_C03_005M","Percent below poverty level!!Margin of Error!!AGE!!65 years and over"
"S1701_C03_005MA","Annotation of Percent below poverty level!!Margin of Error!!AGE!!65 years and over"
"S1701_C01_006E","Total!!Estimate!!SEX!!Male"
"S1701_C01_006EA","Annotation of Total!!Estimate!!SEX!!Male"
"S1701_C01_006M","Total!!Margin of Error!!SEX!!Male"
"S1701_C01_006MA","Annotation of Total!!Margin of Error!!SEX!!Male"
"S1701_C02_006E","Below poverty level!!Estimate!!SEX!!Male"
"S1701_C02_006EA","Annotation of Below poverty level!!Estimate!!SEX!!Male"
"S1701_C02_006M","Below poverty level!!Margin of Error!!SEX!!Male"
"S1701_C02_006MA","Annotation of Below poverty level!!Margin of Error!!SEX!!Male"
"S1701_C03_006E","Percent below poverty level!!Estimate!!SEX!!Male"
"S1701_C03_006M","Percent below poverty level!!Margin of Error!!SEX!!Male"
"S1701_C03_006MA","Annotation of Percent below poverty level!!Margin of Error!!SEX!!Male"
"S1701_C03_006EA","Annotation of Percent below poverty level!!Estimate!!SEX!!Male"
"S1701_C01_007E","Total!!Estimate!!SEX!!Female"
"S1701_C01_007EA","Annotation of Total!!Estimate!!SEX!!Female"
"S1701_C01_007M","Total!!Margin of Error!!SEX!!Female"
"S1701_C01_007MA","Annotation of Total!!Margin of Error!!SEX!!Female"
"S1701_C02_007E","Below poverty level!!Estimate!!SEX!!Female"
"S1701_C02_007M","Below poverty level!!Margin of Error!!SEX!!Female"
"S1701_C02_007MA","Annotation of Below poverty level!!Margin of Error!!SEX!!Female"
"S1701_C02_007EA","Annotation of Below poverty level!!Estimate!!SEX!!Female"
"S1701_C03_007E","Percent below poverty level!!Estimate!!SEX!!Female"
"S1701_C03_007M","Percent below poverty level!!Margin of Error!!SEX!!Female"
"S1701_C03_007MA","Annotation of Percent below poverty level!!Margin of Error!!SEX!!Female"
"S1701_C03_007EA","Annotation of Percent below poverty level!!Estimate!!SEX!!Female"
"S1701_C01_008E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C01_008M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C01_008MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C01_008EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C02_008E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C02_008M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C02_008MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C02_008EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C03_008E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C03_008M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C03_008MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C03_008EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race"
"S1701_C01_009E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C01_009M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C01_009MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C01_009EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C02_009E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C02_009EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C02_009M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C02_009MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C03_009E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C03_009M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C03_009MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C03_009EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White"
"S1701_C01_010E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C01_010M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C01_010MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C01_010EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C02_010E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C02_010EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C02_010M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C02_010MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C03_010E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C03_010M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C03_010MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C03_010EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American"
"S1701_C01_011E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C01_011EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C01_011M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C01_011MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C02_011E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C02_011M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C02_011MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C02_011EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C03_011E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C03_011M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C03_011MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C03_011EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native"
"S1701_C01_012E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C01_012EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C01_012M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C01_012MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C02_012E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C02_012M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C02_012MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C02_012EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C03_012E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C03_012M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C03_012MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C03_012EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian"
"S1701_C01_013E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C01_013M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C01_013MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C01_013EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C02_013E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C02_013M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C02_013MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C02_013EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C03_013E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C03_013EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C03_013M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C03_013MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander"
"S1701_C01_014E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C01_014M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C01_014MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C01_014EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C02_014E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C02_014M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C02_014MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C02_014EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C03_014E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C03_014EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C03_014M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C03_014MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race"
"S1701_C01_015E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C01_015M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C01_015MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C01_015EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C02_015E","Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C02_015EA","Annotation of Below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C02_015M","Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C02_015MA","Annotation of Below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C03_015E","Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C03_015M","Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C03_015MA","Annotation of Percent below poverty level!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C03_015EA","Annotation of Percent below poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S1701_C01_016E","Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C01_016M","Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C01_016MA","Annotation of Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C01_016EA","Annotation of Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C02_016E","Below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C02_016EA","Annotation of Below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C02_016M","Below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C02_016MA","Annotation of Below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C03_016E","Percent below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C03_016M","Percent below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C03_016MA","Annotation of Percent below poverty level!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S1701_C03_016EA","Annotation of Percent below poverty level!!Estimate!!Hispanic or Latino origin (of any race)"
"S1701_C01_017E","Total!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C01_017EA","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C01_017M","Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C01_017MA","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C02_017E","Below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C02_017M","Below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C02_017MA","Annotation of Below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C02_017EA","Annotation of Below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C03_017E","Percent below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C03_017M","Percent below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C03_017MA","Annotation of Percent below poverty level!!Margin of Error!!White alone, not Hispanic or Latino"
"S1701_C03_017EA","Annotation of Percent below poverty level!!Estimate!!White alone, not Hispanic or Latino"
"S1701_C01_018E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C01_018M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C01_018MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C01_018EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C02_018E","Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C02_018M","Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C02_018MA","Annotation of Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C02_018EA","Annotation of Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C03_018E","Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C03_018EA","Annotation of Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C03_018M","Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C03_018MA","Annotation of Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S1701_C01_019E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C01_019M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C01_019MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C01_019EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C02_019E","Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C02_019M","Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C02_019MA","Annotation of Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C02_019EA","Annotation of Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C03_019E","Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C03_019EA","Annotation of Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C03_019M","Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C03_019MA","Annotation of Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S1701_C01_020E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C01_020M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C01_020MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C01_020EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C02_020E","Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C02_020EA","Annotation of Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C02_020M","Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C02_020MA","Annotation of Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C03_020E","Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C03_020M","Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C03_020MA","Annotation of Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C03_020EA","Annotation of Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S1701_C01_021E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C01_021M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C01_021MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C01_021EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C02_021E","Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C02_021EA","Annotation of Below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C02_021M","Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C02_021MA","Annotation of Below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C03_021E","Percent below poverty level!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C03_021M","Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
"S1701_C03_021MA","Annotation of Percent below poverty level!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, associate's degree"
